职位,薪资,公司,公司信息,公司地址,地区,工作经验,学历,人数,时间,岗位信息
['实习生/应届生（系统数据开发维护）'],['3.5-4.5千/月'],['藤兴工业有限公司'],['外资（非欧美）| 1000-5000人| 印刷/包装/造纸'],['上班地址 : 苏州甪直甫澄北路5号'],['苏州-吴中区'],['本科'],[],['1人'],['2019-02-21'],实习生/应届生（系统数据，开发，维护，分析）1. 专业背景要求：本科学历，计算机，软件开发方面专业，；2. 人员素质要求：能吃苦耐劳、做事积极认真、为人诚实可靠、性格开朗活泼；良好的沟通协调能力和抗压能力；3. 公司提供员工宿舍和工作餐；4. 按规定享受带薪年假及相关法定假期；5. 公司组织丰富员工活动：如有文体活动比赛、晚会、年会等；公司内设有图书室、文康室、室内篮球场、健身房等学习娱乐设施。6. 发展机会：完善的实习培训、再教育机会、海外工作机会。
['数据开发应用'],['1.5-2.5万/月'],['上海溢柯庭家园艺科技服务有限公司'],['民营公司| 50-150人| 互联网/电子商务 家居/室内设计/装潢'],['上班地址 : 浦东新区临御路518号 红星美凯龙 7F'],['上海-浦东新区'],['2年工作经验'],['本科'],['1人'],['2019-02-21'],1. 规划数据挖掘和分析的整体流程，并参与用户产品和运营的决策；2.和相关部门保持密切配合，寻求数据层面的业务价值，利用数据分析结论推动产品优化等；3.根据公司战略目标和经营方针，依据运营计划，配合运营团队整理分析运营的各项数据，为及时撰写运营分析报告，提出合理化意见；4.熟练掌握Hadoop数据平台测试、部署和优化，熟练使用CM搭建Hadoop分布式集群5.对互联网产品有见解，关注前沿技术，有较强的学习能力、分析能力和动手能力；职位要求：1、3年以上工作经验，有互联网数据运营经验的优先考虑；2、对数字、数据敏感，具备良好的逻辑思维能力，能够从海量数据中发现有价值的规律；3、优秀的分析问题和解决问题的能力，具有良好的归纳能力与较好的文字和语言表达能力；4、熟悉数据结构，熟悉数据挖掘和分析。
['大数据开发工程师'],['4.5-6千/月'],['东软睿创科技发展有限公司'],['上市公司| 10000人以上| 计算机软件 教育/培训/院校'],['上班地址 : 浑南新区新秀街2号'],['沈阳'],['大专'],[],['5人'],['2019-02-21'],"岗位职责：1.设计和开发大数据数据分析和挖掘平台，参与大数据应用系统技术方案制定；2.设计、开发数据平台运营工具或系统实现大数据运营系统自动化管理，提升系统性能和稳定性。任职要求：1、专科以上学历，计算机或理工类相关专业。2.良好的沟通能力、团队精神及良好的服务意识，勇于接受挑战，能承受较大的工作压力。3.具有较强的自主学习能力，具有高度责任心，较高的职业化态度。     4、无经验者面试通过公司可统一培养薪酬福利：1、薪资另有项目奖金和提成,年终奖，定期调薪等；2、五险一金及商业保险，双休、法定节假日正常休息；3、公司工作环境优雅、氛围好，同事关系融洽，生日派对、聚餐等活动丰富；4、公司注重员工培养，有广阔的晋升空间，完善的晋升机制。"
['大数据开发工程师'],['0.6-1万/月'],['广东融合通信股份有限公司'],['民营公司| 50-150人| 计算机软件'],['上班地址 : 珠江新城华穗路6号南方电网调度通信大楼'],['广州-天河区'],['1年工作经验'],['大专'],['若干人'],['2019-02-21'],工作职责：（1）独立完成大数据相关系统搭建、维护及优化；（2）负责大数据平台的数据分析、数据挖掘等工作。岗位要求：（1）具有良好的沟通、 表达和文笔能力；（2）具有严谨的逻辑思维能力，分析问题、解决问题的能力；（3）能够迅速理解问题性质，正确分析产生问题的原因；（4）能制作测试大纲、测试计划、测试用例等测试文档；（5）对软件的使用流程和客户体验具有分析能力；（6）大专以上学历，有相关工作经验者优先。待遇：面议工作地点：广州
['大数据开发工程师'],['1.5-2万/月'],['福建省麦迪尔企业管理咨询有限公司'],['民营公司| 50-150人| 专业服务(咨询、人力资源、财会)'],['上班地址 : 福州市'],['福建省'],[],[],['5人'],['2019-02-21'],岗位职责：1、基于hadoop、spark等大数据组件进行大数据平台的搭建（安装、开发、部署、实施）2、基于java进行数据分布式处理的开发3、数据深度挖掘，发现潜在规则4、数据分布式处理优化任职要求：1、本科及以上学历，计算机等相关专业，211和985优先；2、有3年及以上大数据项目经验；3、熟练Hadoop、Map-Reduce、Spark应用开发经验，熟悉HBase、Hive、Flink、Storm、Kylin等大数据开发工具者优先；4、精通SQL开发，精通Mysql、Oracle等关系型数据库中的一种；5、熟练java开发；6、熟悉Linux系统，具备shell、python等脚本开发能力；
['大数据开发工程师'],['1.5-3万/月'],['上海欢兽实业有限公司'],['合资| 500-1000人| 互联网/电子商务 计算机软件'],['上班地址 : 江场路1228弄20号'],['上海-静安区'],['3-4年工作经验'],['本科'],['2人'],['2019-02-21'],"岗位职责1、 从事Hadoop、Spark、Storm等分布式大数据平台产品的设计和开发；2、 针对部门大数据业务进行大数据分析、挖掘应用的开发；3、 为项目开发人员提供大数据技术指导及解决大数据平台应用中遇到的技术难题。任职要求1、 计算机、信息系统相关专业本科以上学历，3年以上相关工作经验；；2、 熟练掌握Java、Nodejs 中的至少一门语言，有Python、R语言开发经验优先；3、 熟悉Hadoop大数据生态圈技术 分布式存储Hdfs,Hbase等 资源调度Yarn,Kubernetes,Mesos等 计算框架 Spark,MR,Hive,Impala等 有相关源码研究优先；4、 熟悉Mysql、MongoDB等常用关系数据库，熟练编写SQL语句；有分布式nosql数据库应用经验优先；5、 熟悉Linux环境，能够熟悉使用shell脚本；6、 对大数据技术有强烈兴趣，有志于往大数据处理方向发展；工作认真踏实，动手和学习新技术能力强；7、熟练掌握实时数据处理常用技术工具Storm SparkStreaming等8、熟练掌握常见数据流接入工具Flume kafka等；9、熟悉离线和实时数据处理流程。"
[],[],[],[],[],[],[],[],[],[],
['大数据开发工程师'],['0.6-2万/月'],['云南慧天信息技术有限公司'],['民营公司| 50-150人| 计算机软件 计算机服务(系统、数据服务、维修)'],['上班地址 : 云南省昆明市西华北路与西坝路交叉口钻石广场1901'],['昆明-西山区'],['3-4年工作经验'],['大专'],['4人'],['2019-02-21'],"职位职能: 其他职位描述:1、负责基于业务的应用设计与实施，包括数据模型设计与核心数据处理逻辑的实现2、负责公司内部的数据对接与数据产品的设计与开发任职资格：1、1年以上软件开发经验；2、精通至少一种编程语言，理解分布式，并行计算，多线程，消息队列等原理机制；3、熟悉Hadoop,Hbase,Hive,Spark等大数据套件的使用，有基于Hadoop相关项目开发的经验；4、熟悉MySQL，mongodb等常用数据库设计和优化；5、熟悉Linux/Unix系统基本操作，掌握Shell,Python等语言；6、有数据仓库实际建设经验者；7、思路清晰、善于沟通，代码风格良好。"
['大数据开发工程师'],['1-2万/月'],['上海乐言信息科技有限公司'],['民营公司| 50-150人| 计算机软件 互联网/电子商务'],['上班地址 : 番禺路1028号8楼'],['上海-长宁区'],['1年工作经验'],['本科'],['1人'],['2019-02-21'],岗位职责1. 依据业务模型，负责大数据计算平台的架构设计，以及核心功能的开发，满足实时、离线计算的需求。 2. 负责产品实时计算平台的设计和开发，为实时监控、实时运营数据分析、个性化推荐提供数据支持。任职要求1. 本科以上学历，扎实的计算机专业基础，有3年以上大数据平台开发经验，1年以上的大数据计算/存储设计经验。 2. 熟练掌握Hadoop、Spark、Storm、HBase的原理特性以及适用场景，精通Spark实时计算开发，并具备大规模数据集的实际开发经验。 3. 有大规模数据计算平台的架构设计经验，且精通大规模数据集的存储方案设计优先。 4. 具备用户问题的定位及解决能力，善于归纳总结，对数据敏感。 5. 思维活跃、敢于担当、乐于沟通，具有良好的团队合作精神，积极主动，能承受一定的工作压力。
['大数据开发工程师'],['1.5-2万/月'],['广州富米科技有限公司'],['民营公司| 500-1000人| 互联网/电子商务 计算机软件'],['上班地址 : 桥中中路'],['广州-荔湾区'],['2年工作经验'],['本科'],['2人'],['2019-02-21'],岗位职责：1、负责公司大数据平台建设、开发2、依据业务需求，进行数据产品的规划和设计开发，为数据分析和运营等人员搭建友好高效的数据产品，如报表、BI系统等3、协助对业务数据进行分析、建模，为业务部门的数据化运营提供支持任职要求：1、本科或以上学历，2年以上大数据开发或数据仓库或BI经验，熟练掌握Java开发语言2、熟悉Hadoop或Hadoop生态圈相关技术，如Hive、Spark等3、对业务有敏锐的洞察力，有较强的业务理解与分析能力；4、具备良好的团队合作精神，有较好的沟通交流能力，善于主动思考和行动，乐于解决具有挑战性的问题；5、具有电商领域大数据开发、推荐系统研发经验的优先考虑。
['大数据开发工程师'],['0.7-1.5万/月'],['行之有道汽车服务（深圳）有限公司'],['民营公司| 150-500人| 交通/运输/物流 新能源'],['上班地址 : 体育路健升大厦1403（市政府对面）'],['东莞-南城区'],[],[],['若干人'],['2019-02-21'],岗位职责：1、参与大数据相关产品开发；2、参与大数据产品与应用建设，挖掘分析工程和数据管理体系落地。 任职要求：1、本科及以上学历，计算机相关专业；2、对大数据系统、分布式服务系统有一定了解，有企业大数据服务的互联网从业经历者优先；3、拥有扎实的编程能力，熟练掌握常见数据结构，掌握Java/Python语言和常用框架，了解多线程、异步通信处理等；4、熟练掌握常见SQL、NoSQL数据库原理、数据库设计、查询编写和优化；5、熟悉大数据处理相关技术，Hadoop、Hive、Spark、Hbase、Mongo、Kafka等，有分布式开发经验.
